DOM_EDIFIC,OTRAS_ENTR,NOMBRE_EST,NOMB_ABREV,TELEFONO,CORREO_WEB,NIVTIP,DEPFUN,LONGITUDE,LATITUDE,GEOJSON
Avda. Crisólogo Larralde 2060,,Escuela Infantil Los Naranjos,Los Naranjos,4703-3240,JARDINLOSNARANJOS@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4648586074661,-34.5473840893801,"{""type"":""Point"",""coordinates"":[-58.46486,-34.54738]}"
Altolaguirre 2140,,Escuela Infantil Coccolino,Coccolino,4521-1641,INFO@COCCOLINO.COM.AR,IniCom,Gestion Privada,-58.4891862652853,-34.5794223996612,"{""type"":""Point"",""coordinates"":[-58.48919,-34.57942]}"
Cerrito 572,,Escuela Infantil Pulgarcito,EI Pulgarcito,4370-1831,,IniCom,Gestion Privada,-58.3825273333537,-34.6017295882714,"{""type"":""Point"",""coordinates"":[-58.38253,-34.60173]}"
Planes 973,,Escuela Infantil En Marcha Estoy,En Marcha Estoy,4586-3879,ENMARCHAESTOY@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4470816077569,-34.6109694950526,"{""type"":""Point"",""coordinates"":[-58.44708,-34.61097]}"
Suipacha 946,,Mi Mundo Pequeńo,Mi Mundo Pequeńo,4394-5319,MIMUNDOPEQUENIO@DATAFULL.COM,IniCom,Gestion Privada,-58.380012793057,-34.5971674646992,"{""type"":""Point"",""coordinates"":[-58.38001,-34.59717]}"
Avda. Triunvirato 4445,,Escuela Infantil La Tortuga Viajera,La Tortuga Viajera,4521-0150,JARDINTORTUGAVIAJERA@HOTMAIL.COM,IniCom,Gestion Privada,-58.4832473765307,-34.5759600230025,"{""type"":""Point"",""coordinates"":[-58.48325,-34.57596]}"
Hidalgo 1038,,Escuela Infantil Mariposa Azul,Mariposa Azul,4982-9423,SIN DATOS,IniCom,Gestion Privada,-58.44177191745,-34.6072181817094,"{""type"":""Point"",""coordinates"":[-58.44177,-34.60722]}"
Dr. Emilio Ravignani 1978,,Escuela Infantil La Tortuga Juanola,La Tortuga Juanola,4771-0699,LATORTUGAJUANOLA@HOTMAIL.COM,IniCom,Gestion Privada,-58.4369319254329,-34.5794218618786,"{""type"":""Point"",""coordinates"":[-58.43693,-34.57942]}"
Zapiola 2140,,La Casita de Belén,La Casita de Belén,4542-2571,LACASITADEBELEN@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4637916620025,-34.5656624564544,"{""type"":""Point"",""coordinates"":[-58.46379,-34.56566]}"
José Marmol 972,,Centro de Educación Creativa La Aldea del Buen Ayre,La Aldea del Buen Ayre,4922-8265,LAALDEADELBUENAYRE@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4239184604751,-34.6259778328943,"{""type"":""Point"",""coordinates"":[-58.42392,-34.62598]}"
Tucumán 2083,,Escuela Infantil Cyberpibes,Cyberpibes,4371-9029,CYBERPIBES10@HOTMAIL.COM,IniCom,Gestion Privada,-58.3967513927226,-34.6020823329773,"{""type"":""Point"",""coordinates"":[-58.39675,-34.60208]}"
Avda. Hipólito Yrigoyen 3648,,Jardín Materno Infantil Familia Menuda,Familia Menuda,4864-0196,FAMILIA_MENUDA@HOTMAIL.COM,IniCom,Gestion Privada,-58.4178896263603,-34.6141824882502,"{""type"":""Point"",""coordinates"":[-58.41789,-34.61418]}"
Avda. Federico Lacroze 3830,,Jardín Materno Infantil OSECAC Lacroze,JMI OSECAC Lacroze,4553-0767,JARDINLACROZE@HOTMAIL.COM,IniCom,Gestion Privada,-58.4528015146575,-34.5838237615596,"{""type"":""Point"",""coordinates"":[-58.4528,-34.58382]}"
Olíden 1385,,Escuela Infantil Dulce Jardín,Dulce Jardín,4687-6098,HER_ANY28@YAHOO.COM.AR,IniCom,Gestion Privada,-58.5054618431098,-34.6520202422363,"{""type"":""Point"",""coordinates"":[-58.50546,-34.65202]}"
Quintino Bocayuva 448,,Recreando,Recreando,4981-6388,INFO@JARDINRECREANDO.COM.AR,IniCom,Gestion Privada,-58.4224837844884,-34.6172742764619,"{""type"":""Point"",""coordinates"":[-58.42248,-34.61727]}"
Homero 1533,,Dulce Corazoncito,Dulce Corazoncito,4683-1669,JARDINDULCECORAZONCITO@HOTMAIL.COM,IniCom,Gestion Privada,-58.4833545920443,-34.6520347418228,"{""type"":""Point"",""coordinates"":[-58.48335,-34.65203]}"
Charcas 3082,,Escuela Infantil El jardín de Palermo,El jardín de Palermo,4822-8731,JARDINPALERMO@HOTMAIL.COM,IniCom,Gestion Privada,-58.4094786276255,-34.592945091929,"{""type"":""Point"",""coordinates"":[-58.40948,-34.59295]}"
Puán 770,,Gotitas de Sol,Gotitas de Sol,4432-5585,GOTITAS_DESOL@HOTMAIL.COM,IniCom,Gestion Privada,-58.4450954153864,-34.631725413458,"{""type"":""Point"",""coordinates"":[-58.4451,-34.63173]}"
Guise 1790,,Bloomes,Bloomes,4823-5003,PIAZEMBO@HOTMAIL.COM,IniCom,Gestion Privada,-58.4139316515942,-34.5917100311012,"{""type"":""Point"",""coordinates"":[-58.41393,-34.59171]}"
Esquiú 911,,Jardín Materno Infantil Nuestra Ilusión,Nuestra Ilusión,4919-3862,NUESTRA.ILUSION@HOTMAIL.COM,IniCom,Gestion Privada,-58.4165568469414,-34.6518666513524,"{""type"":""Point"",""coordinates"":[-58.41656,-34.65187]}"
Bogotá 4081,,El Jardín de los Colores,El Jardín de los Colores,4671-4580,JARDINDELOSCOLORES@YAHOO.COM.AR,IniCom,Gestion Privada,-58.485487455362,-34.6310283641273,"{""type"":""Point"",""coordinates"":[-58.48549,-34.63103]}"
Combate de los Pozos 1143,,Jardín Materno Infantil Patatín,Patatín,4306-6315,INSTITUTOFORUM@HOTMAIL.COM,IniCom,Gestion Privada,-58.3931669476374,-34.6221464228455,"{""type"":""Point"",""coordinates"":[-58.39317,-34.62215]}"
Amenábar 1084,,Los Almendros,Los Almendros,4789-0666,JARDINALMENDROS@HOTMAIL.COM,IniCom,Gestion Privada,-58.4496689480813,-34.5706114198886,"{""type"":""Point"",""coordinates"":[-58.44967,-34.57061]}"
Avda. Comandante Luis Piedrabuena 5028,,Escuela Infantil Aymará,Aymará,4604-0311,MAYMARA@HOTMAIL.COM,IniCom,Gestion Privada,-58.4736975763852,-34.6886780348243,"{""type"":""Point"",""coordinates"":[-58.4737,-34.68868]}"
Fecundidad 3634,,Escuela Infantil Pequitas,Pequitas,4611-6096,ESCUELAINFANTILPEQUITAS@HOTMAIL.COM,IniCom,Gestion Privada,-58.4667386210779,-34.6469624752024,"{""type"":""Point"",""coordinates"":[-58.46674,-34.64696]}"
Cnel. Ramón L. Falcón 6325,,Jardín Caramelitos,Jardín Caramelitos,4641-4029,JARDINCARAMELITOS@HOTMAIL.COM,IniCom,Gestion Privada,-58.5151373340638,-34.6403903720454,"{""type"":""Point"",""coordinates"":[-58.51514,-34.64039]}"
Avda. Raúl Scalabrini Ortiz 2193,,Escuela Infantil El Patito Feo,El Patito Feo,4831-4659,JARDINMATERNAL@CHILDRENS-BOSTON.COM.AR,IniCom,Gestion Privada,-58.4194764645786,-34.5874681315934,"{""type"":""Point"",""coordinates"":[-58.41948,-34.58747]}"
Mendoza 1470,,Colegio Tarbut,Colegio Tarbut,4511-2060/1,JARDINBELGRANO@TARBUT.EDU.AR,IniCom,Gestion Privada,-58.4481326472748,-34.5556394641931,"{""type"":""Point"",""coordinates"":[-58.44813,-34.55564]}"
Dr. Juan F. Aranguren 2440,,Jardín de Infantes La Puerta Mágica,La Puerta Mágica,4613-8577,LAPUERTAMAGICA@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4657199984923,-34.6233783757021,"{""type"":""Point"",""coordinates"":[-58.46572,-34.62338]}"
Moreno 1223,,Escuela Infantil Diálogos,Diálogos,4383-3116,ESCUELAINFANTILDIALOGOS@SPEEDY.COM.AR,IniCom,Gestion Privada,-58.3837716467671,-34.6118079456556,"{""type"":""Point"",""coordinates"":[-58.38377,-34.61181]}"
Rivera Indarte 319,,Escuela Infantil con Ojos de Nińo,Ojos de Nińo,4612-4446,CONOJODENINIO@FIBERTEL.COM.AR,IniCom,Gestion Privada,-58.4612984293817,-34.6326549814092,"{""type"":""Point"",""coordinates"":[-58.4613,-34.63265]}"
Alberti 218,,Escuela Infantil Pepín Cascarón,Pepín Cascarón,4308-4133,PEPIN.CASCARON@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4013951807767,-34.6123764280797,"{""type"":""Point"",""coordinates"":[-58.4014,-34.61238]}"
Avda. Juan B. Alberdi 714,,Escuela Infantil Mi Mundo Feliz,Mi Mundo Feliz,4901-2090,MIMUNDOFELIZ1996@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4379461491889,-34.6232924450117,"{""type"":""Point"",""coordinates"":[-58.43795,-34.62329]}"
Bacacay 2561,,El Rincón del Duende,El Rincón del Duende,4611-8603,INFO@RINCONDELDUENDE.COM.AR,IniCom,Gestion Privada,-58.466098910235,-34.6269495679163,"{""type"":""Point"",""coordinates"":[-58.4661,-34.62695]}"
Juana Manso 1666,,Puerto Crianza,Puerto Crianza,5787-1256,INFO@PUERTOCRIANZA.COM,IniCom,Gestion Privada,-58.3617923812091,-34.617005056366,"{""type"":""Point"",""coordinates"":[-58.36179,-34.61701]}"
Aguirre 175,,Escuela Infantil La Jirafita Pinta,La Jirafita Pinta,4854-1539,LAJIRAFITAPINTA@HOTMAIL.COM,IniCom,Gestion Privada,-58.4329912083788,-34.6003230216609,"{""type"":""Point"",""coordinates"":[-58.43299,-34.60032]}"
San Nicolás 3739,,Escuela Infantil Con-Vivencias,Con-Vivencias,4501-5800,JARDINCONVIVENCIAS@YAHOO.COM.AR,IniCom,Gestion Privada,-58.5063925323428,-34.5996882282296,"{""type"":""Point"",""coordinates"":[-58.50639,-34.59969]}"
Diaz Colodrero 3030,,El Jardín del Fondo,El Jardín del Fondo,4541-7042,JARDINDELFONDO@HOTMAIL.COM,IniCom,Gestion Privada,-58.4895118722339,-34.569016751876,"{""type"":""Point"",""coordinates"":[-58.48951,-34.56902]}"
Manuela Pedraza 4448,,Mausy,Mausy,4806-4946,SECRETARIA_JMIHED@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4847065992097,-34.5616238815684,"{""type"":""Point"",""coordinates"":[-58.48471,-34.56162]}"
Caaguazú 7524,,El Feliz Mundo de Bigote,El Feliz Mundo de Bigote,4641-7144,SILVANO73@HOTMAIL.COM,IniCom,Gestion Privada,-58.5257495034675,-34.6535769608834,"{""type"":""Point"",""coordinates"":[-58.52575,-34.65358]}"
José Antonio Cabrera 3947,,Jardín Materno Infantil Garabato,Garabato,4862-9143,BNORAK@HOTMAIL.COM,IniCom,Gestion Privada,-58.4222715092576,-34.5962723021228,"{""type"":""Point"",""coordinates"":[-58.42227,-34.59627]}"
Avda. San Juan 3496,,Escuela Infantil Ardillitas,Ardillitas,4932-9454,AMTAPIERO@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4145653013541,-34.6254156949319,"{""type"":""Point"",""coordinates"":[-58.41457,-34.62542]}"
Güemes 4086,,Jardín Azul Naranja,Jardín Azul Naranja,4833-8990,AZULNARANJAJARDIN@HOTMAIL.COM,IniCom,Gestion Privada,-58.4184658174536,-34.5854985563596,"{""type"":""Point"",""coordinates"":[-58.41847,-34.5855]}"
Espinosa 424,,Escuela Infantil Creciendo,Creciendo,4432-7776,ANDREA_PECORA@HOTMAIL.COM,IniCom,Gestion Privada,-58.4483667629647,-34.6175532395272,"{""type"":""Point"",""coordinates"":[-58.44837,-34.61755]}"
Conesa 3758,,Jardín de Infantes Estrellita,Estrellita,,JARDINESTRELLITA@HOTMAIL.COM,IniCom,Gestion Privada,-58.474777017999,-34.5505633264878,"{""type"":""Point"",""coordinates"":[-58.47478,-34.55056]}"
Gavilán 662,,El Jardín de los Naranjos de Buenos Aires,El Jardín de los Naranjos de Buenos Aires,4631-6202,PIPI_POPO@YAHOO.ES,IniCom,Gestion Privada,-58.46312320279,-34.621774930895,"{""type"":""Point"",""coordinates"":[-58.46312,-34.62177]}"
Cnel. Ramón L. Falcón 3123,,Escuela Infantil El Grillo Jacinto,El Grillo Jacinto,4613-5555,GRILLO3123@HOTMAIL.COM,IniCom,Gestion Privada,-58.4720679932377,-34.6327936078207,"{""type"":""Point"",""coordinates"":[-58.47207,-34.63279]}"
Dr. Juan F. Aranguren 3848,,El Jardín del Sol,El Jardín del Sol,4671-8586,ELJARDINDELSOL@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4834719497703,-34.6282616042517,"{""type"":""Point"",""coordinates"":[-58.48347,-34.62826]}"
Maza 136,,Aprendemos a Crecer,Aprendemos a Crecer,4864-9226,JLLEONE@UNIFAX.COM.AR,IniCom,Gestion Privada,-58.4164248188672,-34.6126593818037,"{""type"":""Point"",""coordinates"":[-58.41642,-34.61266]}"
Brandsen 484,,Escuela Infantil Color Esperanza,Color Esperanza,4301-6549,CESPERANZA02@YAHOO.COM.AR,IniCom,Gestion Privada,-58.3605369381007,-34.6351130130997,"{""type"":""Point"",""coordinates"":[-58.36054,-34.63511]}"
La Rioja 1462,,Escuela Infantil Tiempo de Crecer,Tiempo de Crecer,4308-6203,SIN DATOS,IniCom,Gestion Privada,-58.4065430420939,-34.6277567769546,"{""type"":""Point"",""coordinates"":[-58.40654,-34.62776]}"
Avda. San Martín 2070,,Escuela Infantil Mis Primeros Ańos,Mis Primeros Ańos,4585-4007,SILVANAG55@HOTMAIL.COM,IniCom,Gestion Privada,-58.4572747876083,-34.6049126391385,"{""type"":""Point"",""coordinates"":[-58.45727,-34.60491]}"
Benito Quinquela Martín 1711,,La Esquina del Sol,La Esquina del Sol,4301-4641,S/D,IniCom,Gestion Privada,-58.3738873554768,-34.6435685634041,"{""type"":""Point"",""coordinates"":[-58.37389,-34.64357]}"
Rojas 466,,Escuela Infantil Wendy,Wendy,4431-7444,JARDIN_WENDY@HOTMAIL.COM,IniCom,Gestion Privada,-58.4436929656404,-34.6155780999297,"{""type"":""Point"",""coordinates"":[-58.44369,-34.61558]}"
México 1122,,Escuela Infantil Pie Pequeńo,Pie Pequeńo,4384-8690,PIEPEQUE2004@YAHOO.COM.AR,IniCom,Gestion Privada,-58.3819313154847,-34.6154581348218,"{""type"":""Point"",""coordinates"":[-58.38193,-34.61546]}"
Avda. Federico Lacroze 2105,,El Jardín de Federico,El Jardín de Federico,4772-2557,ELJARDINDEFEDERICO@HOTMAIL.COM,IniCom,Gestion Privada,-58.4423915054322,-34.5672164805756,"{""type"":""Point"",""coordinates"":[-58.44239,-34.56722]}"
Cangallo 46,,Escuela Infantil Creando,Creando,4982-3676,GABRIELA_ANAYA@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4312308955161,-34.6062881421422,"{""type"":""Point"",""coordinates"":[-58.43123,-34.60629]}"
Billinghurst 417,,Jardín Materno Infantil Monigotes,Monigotes,4866-4186,JARDIN_MONIGOTES@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4158225291088,-34.6054282971229,"{""type"":""Point"",""coordinates"":[-58.41582,-34.60543]}"
Lavalleja 854,,Color de Ciruela,Color de Ciruela,4899-0459,JARDINCOLORDECIRUELA@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4306397835149,-34.5983492473271,"{""type"":""Point"",""coordinates"":[-58.43064,-34.59835]}"
Avda. Juan de Garay 3180,,El Arca de Noé,El Arca de Noé,S/D,ELARCADENOE@HOTMAIL.COM,IniCom,Gestion Privada,-58.4095712221433,-34.6297088016133,"{""type"":""Point"",""coordinates"":[-58.40957,-34.62971]}"
Billinghurst 443,,Escuela Infantil Osito Mimoso,Osito Mimoso,4866-4864,JARDINOSITOMIMOSO@HOTMAIL.COM,IniCom,Gestion Privada,-58.4157362032933,-34.6050082080033,"{""type"":""Point"",""coordinates"":[-58.41574,-34.60501]}"
Avda. Rivadavia 8372,,Escuela Infantil El Jardín de la Estación,El Jardín de la Estación,4672-8425,JARDINDELAESTACION@HOTMAIL.COM,IniCom,Gestion Privada,-58.4814304989802,-34.6340583009631,"{""type"":""Point"",""coordinates"":[-58.48143,-34.63406]}"
Espronceda 2720,,Escuela Infantil Patio del Sol,Patio del Sol,4641-8617,JARDINPATIODELSOL@HOTMAIL.COM,IniCom,Gestion Privada,-58.5291754943408,-34.6167070411557,"{""type"":""Point"",""coordinates"":[-58.52918,-34.61671]}"
Basualdo 161,,El Sapito Jardinero,El Sapito Jardinero,4684-1587,SAPITO_EL@HOTMAIL.COM,IniCom,Gestion Privada,-58.5049977426089,-34.640004455626,"{""type"":""Point"",""coordinates"":[-58.505,-34.64]}"
Beauchef 567,,Escuela Infantil Mundo Real,Mundo Real,4922-2692,JARDINMUNDOIDEAL@GMAIL.COM,IniCom,Gestion Privada,-58.4332761536598,-34.6240848455422,"{""type"":""Point"",""coordinates"":[-58.43328,-34.62408]}"
Elpidio Gonzalez 5365,,Jardín Maternal Mundo Nińo,Mundo Nińo,4567-0624,MIRICANCERE@HOTMAIL.COM,IniCom,Gestion Privada,-58.5099606640571,-34.6280949620708,"{""type"":""Point"",""coordinates"":[-58.50996,-34.62809]}"
Azcuénaga 826,,Jardín Pulgarcito,Pulgarcito,4963-9509,PERSONALIAQ@IAQPRPM.GOV.AR,IniCom,Gestion Privada,-58.4011464891743,-34.5990823282472,"{""type"":""Point"",""coordinates"":[-58.40115,-34.59908]}"
Corvalán 74,,Escuela Infantil La Tortuga Dargtańán,La Tortuga Dargtańán,,LATORTUGADARTAGNAN@GMAIL.COM,IniCom,Gestion Privada,-58.5083856493558,-34.6395240006592,"{""type"":""Point"",""coordinates"":[-58.50839,-34.63952]}"
Ayacucho 1328,,Bloomes,Bloomes,4806-2187,PIAZEMBO@HOTMAIL.COM,IniCom,Gestion Privada,-58.3955206452626,-34.593188368869,"{""type"":""Point"",""coordinates"":[-58.39552,-34.59319]}"
Bermudez 1981,,Garabatos,Garabatos,4567-9027,PULGIOMI@YAHOO.COM.AR,IniCom,Gestion Privada,-58.5085222087941,-34.6200772308343,"{""type"":""Point"",""coordinates"":[-58.50852,-34.62008]}"
Billinghurst 2478,,Jardín Pau Pau,Jardín Pau Pau,4802-5221,JARDINPAUPAU@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4042756185125,-34.5837155245329,"{""type"":""Point"",""coordinates"":[-58.40428,-34.58372]}"
Avda. Rivadavia 4495,,Inst. Mundo Creativo,I Mundo Creativo,4983-0792,INFO@JARDINMUNDOCREATIVO.COM.AR,IniCom,Gestion Privada,-58.4290644803135,-34.6148922338731,"{""type"":""Point"",""coordinates"":[-58.42906,-34.61489]}"
Beauchef 948,,Escuela Infantil Sońar Juntos,Sońar Juntos,4922-4561,PAULA@SONIARJUNTOS.COM.AR,IniCom,Gestion Privada,-58.4320305882747,-34.6284069466824,"{""type"":""Point"",""coordinates"":[-58.43203,-34.62841]}"
Avda. Directorio 4718,,Jardín de Infantes Heidi,Heidi,4683-5530,DIRECCION@JARDINHEIDI.COM.AR,IniCom,Gestion Privada,-58.488273029341,-34.6486723287616,"{""type"":""Point"",""coordinates"":[-58.48827,-34.64867]}"
Piedras 1734,,Jardín Materno Infantil Din Di Lat,Din Di Lat,4307-5569,DINDI@DD.COM.AR,IniCom,Gestion Privada,-58.3741595679027,-34.6288985721436,"{""type"":""Point"",""coordinates"":[-58.37416,-34.6289]}"
Remedios Escalada de San Martín 722,,Las Abejitas Creativas,Las Abejitas Creativas,4584-3913,LASABEJITASCREATIVAS@HOTMAIL.COM,IniCom,Gestion Privada,-58.4533919678317,-34.6025932356984,"{""type"":""Point"",""coordinates"":[-58.45339,-34.60259]}"
Cullen 5224,,Snoopy,Snoopy,4521-2319,MARU_04PIN@HOTMAIL.COM,IniCom,Gestion Privada,-58.4891649814871,-34.5737499327984,"{""type"":""Point"",""coordinates"":[-58.48916,-34.57375]}"
San Martín 137,,Jardín Maternal Dr. Alfreso Pratt,JM Dr. Alfreso Pratt,4347-0283,UBORTOT@BPBA.COM.AR,IniCom,Gestion Privada,-58.3735384484154,-34.6063172321743,"{""type"":""Point"",""coordinates"":[-58.37354,-34.60632]}"
Avda. Comodoro Py 2055,,Escuela Infantil Libertad,Libertad,4317-2000IN2983,ESCUELAINFANTILLIBERTAD@YAHOO.COM.AR,IniCom,Gestion Privada,-58.3682011851817,-34.5879847484454,"{""type"":""Point"",""coordinates"":[-58.3682,-34.58798]}"
Avda. Alvarez Jonte 2269,,Feedback Kindergarten,Feedback Kindergarten,4581-9370,KFEBA@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4748770149903,-34.6057053222614,"{""type"":""Point"",""coordinates"":[-58.47488,-34.60571]}"
Uruguay 1286,,Escuela Infantil Morning Glory,Morning Glory,4816-9558,MGLORY@SPEEDY.COM.AR,IniCom,Gestion Privada,-58.3876982292703,-34.593133329655,"{""type"":""Point"",""coordinates"":[-58.3877,-34.59313]}"
Santo Tomé 3501,,Escuela Infantil Ruiditos,Ruiditos,4501-6356,RUIDITOS94@FIBERTEL.COM.AR,IniCom,Gestion Privada,-58.4939016948751,-34.6086772020514,"{""type"":""Point"",""coordinates"":[-58.4939,-34.60868]}"
Tronador 2667,,Escuela Infantil Coghlan School,Coghlan School,4543-5180,DOLORESARG@HOTMAIL.COM,IniCom,Gestion Privada,-58.4767517890045,-34.5662071057506,"{""type"":""Point"",""coordinates"":[-58.47675,-34.56621]}"
Carlos Calvo 4388,,Escuela Infantil Crema y Chocolate,Crema y Chocolate,4921-6043,CREMAYCHOCOLATE@LIVE.COM.AR,IniCom,Gestion Privada,-58.4269706989179,-34.6252344673386,"{""type"":""Point"",""coordinates"":[-58.42697,-34.62523]}"
Avda. Pte. Figueroa Alcorta 2977,,Escuela Infantil Piluso,Piluso,4808-2500,JPILUSO@TVPUBLICA.COM.AR,IniCom,Gestion Privada,-58.3974015030411,-34.5806428639579,"{""type"":""Point"",""coordinates"":[-58.3974,-34.58064]}"
Del Barco Centenera 1126,,Escuela Materno Infantil Titino Mama,Titino Mama,4922-8106,TITINOESCUELAINFANTIL@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4371191452009,-34.6322760348742,"{""type"":""Point"",""coordinates"":[-58.43712,-34.63228]}"
Dr. Luis Agote 2348,,Dailan Recoleta Kindergarten,Dailan Recoleta Kindergarten,4804-0287,DAILAN-RECOLETA@HOTMAIL.COM,IniCom,Gestion Privada,-58.3960851384206,-34.5863357422159,"{""type"":""Point"",""coordinates"":[-58.39609,-34.58634]}"
Juan Ramirez de Velazco 779,,Escuela Infantil Tiempo Nińo,Tiempo Nińo,4775-9337,JARDINTIEMPONINO@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4389266825394,-34.5958224597113,"{""type"":""Point"",""coordinates"":[-58.43893,-34.59582]}"
Arturo Jauretche 11,,Escuela Infantil Primeras Huellas,Primeras Huellas,4981-5364,INFO@PRIMERASHUELLAS.COM.AR,IniCom,Gestion Privada,-58.4330367087656,-34.6090622464863,"{""type"":""Point"",""coordinates"":[-58.43304,-34.60906]}"
Lavalleja 669,,Escuela Infantil Naranjitas,Naranjitas,S/D,S/D,IniCom,Gestion Privada,-58.4324426554092,-34.5997915590586,"{""type"":""Point"",""coordinates"":[-58.43244,-34.59979]}"
Oscar Natalio Bonavena 1330,,Dulce de Leche,Dulce de Leche,4911-1798,ALICIA_MIRONE@HOTMAIL.COM,IniCom,Gestion Privada,-58.4052601735072,-34.6529848335193,"{""type"":""Point"",""coordinates"":[-58.40526,-34.65298]}"
Cochabamba 1601,,Jardín de la Plaza,Jardín de la Plaza,4304-6361,JARDINDELAPLAZA@HOTMAIL.COM,IniCom,Gestion Privada,-58.3885651949668,-34.6237827027652,"{""type"":""Point"",""coordinates"":[-58.38857,-34.62378]}"
Billinghurst 835,,Escuela Infantil Manzanita,Manzanita,4863-6024,JARDINMANZANITA@HOTMAIL.COM,IniCom,Gestion Privada,-58.4149281551459,-34.6004311018378,"{""type"":""Point"",""coordinates"":[-58.41493,-34.60043]}"
Avda. La Plata 1833,,Escuela Infantil Luna Morena,Luna Morena,4923-5783,ALSMORENA@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4247281836462,-34.6361217482604,"{""type"":""Point"",""coordinates"":[-58.42473,-34.63612]}"
Guayra 2020,,Escuela Infantil Ser Libres,Ser Libres,4702-0610,JARDINSERLIBRES@HOTMAIL.COM,IniCom,Gestion Privada,-58.4612803104117,-34.5509706617863,"{""type"":""Point"",""coordinates"":[-58.46128,-34.55097]}"
Pedro Morán 2941,,Dulce Osito,Dulce Osito,4572-5574,ROIGLESIAS2574@HOTMAIL.COM,IniCom,Gestion Privada,-58.4969274897638,-34.593040172257,"{""type"":""Point"",""coordinates"":[-58.49693,-34.59304]}"
La Rioja 1610,,Jardín Psicopedagógico Los Piojitos,Los Piojitos,4941-8297,LOS_PIOJITOS@HOTMAIL.COM,IniCom,Gestion Privada,-58.4063936882394,-34.6294042686486,"{""type"":""Point"",""coordinates"":[-58.40639,-34.6294]}"
Marcos Sastre 6024,,Escuela Infantil Sweety Garden,Sweety Garden,4644-3667,ACOACCI68@HOTMAIL.COM,IniCom,Gestion Privada,-58.5227889232068,-34.6255261712237,"{""type"":""Point"",""coordinates"":[-58.52279,-34.62553]}"
Jorge Luis Borges 1872,,Jardín Casita Azul,Jardín Casita Azul,4832-6642,CASITA_AZUL4@YAHOO.COM.AR,IniCom,Gestion Privada,-58.4274644153894,-34.5868311657339,"{""type"":""Point"",""coordinates"":[-58.42746,-34.58683]}"
